Feature,Count
L1.Frame_Length,35
L1.Timestamp,35
Ethernet.dst,35
Ethernet.src,35
Ethernet.type,35
IP.version,19
IP.ihl,19
IP.tos,19
IP.len,19
IP.id,19
IP.flags,19
IP.flags.DF,19
IP.frag,19
IP.ttl,19
IP.proto,19
IP.chksum,19
IP.src,19
IP.dst,19
IP.options,19
UDP.sport,19
UDP.dport,19
UDP.len,19
UDP.chksum,19
ARP.hwtype,16
ARP.ptype,16
ARP.hwlen,16
ARP.plen,16
ARP.op,16
ARP.hwsrc,16
ARP.psrc,16
ARP.hwdst,16
ARP.pdst,16
