Feature,Count
L1.Frame_Length,12
L1.Timestamp,12
Ethernet.dst,12
Ethernet.src,12
Ethernet.type,12
IP.version,8
IP.ihl,8
IP.tos,8
IP.len,8
IP.id,8
IP.flags,8
IP.flags.DF,8
IP.frag,8
IP.ttl,8
IP.proto,8
IP.chksum,8
IP.src,8
IP.dst,8
IP.options,8
UDP.sport,8
UDP.dport,8
UDP.len,8
UDP.chksum,8
ARP.hwtype,4
ARP.ptype,4
ARP.hwlen,4
ARP.plen,4
ARP.op,4
ARP.hwsrc,4
ARP.psrc,4
ARP.hwdst,4
ARP.pdst,4
