Feature,Count
L1.Frame_Length,29
L1.Timestamp,29
Ethernet.dst,29
Ethernet.src,29
Ethernet.type,29
IP.version,19
IP.ihl,19
IP.tos,19
IP.len,19
IP.id,19
IP.flags,19
IP.flags.DF,19
IP.frag,19
IP.ttl,19
IP.proto,19
IP.chksum,19
IP.src,19
IP.dst,19
IP.options,19
UDP.sport,19
UDP.dport,19
UDP.len,19
UDP.chksum,19
ARP.hwtype,10
ARP.ptype,10
ARP.hwlen,10
ARP.plen,10
ARP.op,10
ARP.hwsrc,10
ARP.psrc,10
ARP.hwdst,10
ARP.pdst,10
